66720 5 5578837674256
67206 4 1193849390521
67470 3 13677465531289
67470 9 -18000369915791
67734 10 -9329703954615
67915 11 14387396683881
68160 79 2748510750784
68310 23 35319090665241
68838 2 180106084276633
68950 17 6328130080225
69160 7 7615761647376
69762 32 5606275438465
69960 39 695611782496
70014 1 517587032208985
70035 4 15473316112144
70626 12 1084468631329
70675 5 4856088390000
70866 7 5023495830569193
71190 48 20883438208161
71630 9 14633539020889
71706 3 5696269102249
71862 12 70730607887545
71953 1 3586756687037680
72078 12 13679379797617
72534 12 16166965613737
72930 10 4433495028889
72930 21 1056359747881
72930 22 12386865183289
73296 32 60016004659728
73986 11 11962900063585
74205 14 2528617913251776
75026 8 10023806114337
75210 30 7837937920849
75210 34 -24234026055119
75229 4 2011589504992
75474 8 9365983808409
75522 2 -3732289884167
75790 23 3430358652561
75810 22 3298672011961
76038 12 223582110842017
76080 29 -20412911936624
76110 9  523509274849
76153 6 1674515726601
76342 27 3259170724593
76342 4  29749999620649
76350 13 10419445253425
77520 52 192662800364176
78090 14 11560305917041
78606 11 1020084649281
78765 3 564203988304
79170 24 -10260122033591
79170 32 -286805317319
79170 66 163050077784721
79442 1 470215746480121
80240 25 3213608132496
80295 5 62260826641921
80808 18 9139029076138768
80934 20 -2072790293759
81114 13 15372489098497
81114 6  31041177556777
81340 9 22895000079616
81498 20 -47815133647871
81530 1 98864761146169
81690 10 10462839556681
81970 9 2316492937441
82110 13 409299672601
82845 20 222880335782976
82880 33 744582743104
83448 16 1501744130064
83790 104 1596631012823889
83790 56 4029679660041
83886 12 5177489071705
84630 7 4415423736889
85030 11 10256118731841
85410 6 15738845328729
85785 23 4558714507216
85956 2 1583642582656
86310 57 46594420308801
86415 4 2464168165729
86478 23 1199596789057
86730 21 -46729718883239
86814 8 9120304399257
86898 1 -1279836380903
87020 2 687191996416
87150 72 116774361063025
87210 23 28222940232009
87248 19 9714285590416
87402 17 24830402881
87570 38 11524163415921
87690 3 6851642912281
87912 8 19665551092752
87978 9 9967900479073
88110 19 3395726070489
88134 9 4367055466729
88146 9 45852210213633
88242 17 692511487705
88825 15 63103658052000
88825 8 2524146322080
89318 7 86164597738441
89490 4 50296729760809
89670 4 6443038382809
90294 8 241029674737
90321 18 -2720515242128
90630 15 4291688575449
91126 3 128538380686521
91154 2 10750135993585
91306 1 -5508503107943
91590 22 65374460820529
91800 49 4206945600
91910 4 588048012632089
91977 1 39482024953
92898 23 4790366371233
93060 8 1445145572304
93240 23 369260377056
93330 17 10262959494201
93390 5 173607451420681
93410 3 -326831228079
93730 6 318147715369
94482 4 7314633190809
94518 11 8567249734233
94694 3 14012227865521
94710 40 12291055761345001
94710 52 -27551309077871
94710 58 79760315940001
95046 10 -1545239
95130 41 891872248401
95270 4 -183190391
95340 4 892128664576
95598 5 756406089
95718 13 166693153
95760 86 6005785104
95760 99 1315813766544
95858 3 81704464413321
95914 17 55473908871889
96054 11 1436221435452217
96063 1 477820840993
96075 22 1373572269225
96162 6 1756678094185
96646 2 8526233288137
96710 14 271999722374049
96720 58 937220858896
97014 21 581808423459793
97680 2 1136756103184
97698 6 13373199406585
97728 16 26673779848768
97728 49 26673779848768
97974 7 -92853396958095
98346 3 8374762615129
98525 7 16985917500400
98553 25 91777393960561
98610 12 14694047203969
98770 19 1427177448481
98970 1 6213772339849
99190 15 -815232005871
99242 8 12472955098561
99345 5 691240593721
99360 19 11398331664
99360 24 1193138496
99360 32 11398331664
99540 13 2127926991744
99918 22 9471082643073
100240 13 483748901904
100389 3 527577897712
100674 26 994117660425
100870 2 12867677376409
100947 14 460190952305968
101136 22 1823905098452752
101136 9 37222553029648
101244 7 864683425024
101570 1 8043694141550169
102102 23 -3509445011063
102270 25 503481540529
102602 4 -7545659727
102660 16 29100036804976
102690 32 197732084520609
102726 2 -7233360170247
102810 28 11106584856049
103090 9 302846765740441
104370 11 5681272613401
104370 63 2104328543569
104690 34 75504870252001
104710 5 4355896632361
104788 1 43300784176
104962 7 20791545637633
105014 3 76808285035465
105105 70 61313092305136
106365 17 6353546617744
106530 10 7289618088121
107410 13 379600417921
107679 7 3734805058048
107844 4 4070683785424
107970 13 1442303047729
107982 7 6253865403129
108174 17 8194361395825
108174 3 991517728894825
108576 32 1009411127568
108915 6 20323508275697584
109650 56 323538269500225
109840 7 10728105555984
109886 1 8447543824969
110262 3 855271333479817
110320 12 4050003251344
110490 6 1766256541801
110670 29 3856209988681
110682 45 526892834404161
110880 66 22097162848896
111552 1 6450951951424
111720 32 436404098704
112110 2 35808376009
112574 5 3543541171657
112714 8 8951061057746161
112749 11 1776566948464
112880 5 2071381847824
113050 42 73441027059625
113050 49 2937641082385
113390 15 38165328561
113526 36 4608830495313
113958 3 18606960974313
114114 16 25481320244857
114310 8 -240314244119
114366 8 -4117534862231
114400 22 20891014960000
114678 24 25464689519841
114954 55 3769871953729
115122 6 27801204056137
115178 2 269569203858025
115206 6 503056171465
115440 31 11727657103504
115491 3 3075988861485472
115713 9 -7439683694544
115719 11 7196509457248
115731 12 679639101569289
115824 21 139075619852560
116178 12 6791133254665
116508 7 -947377194032
116560 23 3472270133136
116650 10 862075414225
116994 9 4554420777913
117030 22 2345562982849
117130 7 292989125538841
117132 2 205731459000448
117390 4 11281147642489
117390 56 22039999350721
117810 23 2705017487769
117810 3 2201694699188889
117810 41 6900772495401
117810 70 244632744354321
118002 12 3621132630961
118090 32 42124287548721
118118 5 13023515727777
118140 6 1993262348416
118370 1 -64531991831
118560 23 2443520577904
118599 1 72544688512
118818 31 5998629430161
118866 8 13266234802393
118958 11 9573313285393
118992 13 5602794697360
119455 5 48577992027856
119574 17 30117978299529
119910 8 1873947034201
120330 43 -8629207463439
120930 10 32680017161161
121020 1 212651603421184
121550 41 220573091820225
121695 7 -1863686405696
121722 8 148524393593737
121770 38 4202286320961
122010 21 228877747683529
122078 5 222377627905
122130 53 58277328486561
122286 3 314286563161
122450 3 58474171374825
122850 18 1741850537625
123025 9 1120547515600
123074 7 3569621604145
123123 7 141535890711433
123570 2 6034559375241
123675 20 7023938647921600
123760 40 213977946256
123840 72 -3324117726144
123914 3 19222245970113
123950 17 63565635210225
124026 13 12362455813465
124089 4 17141250014704
124545 35 584577017692576
124815 1 7976760211369
125286 8 -46412360073719
125430 19 959892351601
125706 11 39193071289
125769 2 1370721073
125970 28 39543850979881
126002 3 575523270145
126070 2 439711945689
126082 1 1290365809161
126544 2 -1461326487920
126546 10 67157355241033
126592 19 91066046592
126616 18 32165008102416
126630 23 4317725603241
126735 11 254937726544
127050 170 -12857562653375
127270 10 553062738361
127330 9 25043954302441
127428 12 8956485545344
127518 6 73173685181473
127542 5 584014726417
127680 137 584806118464
127680 7 584806118464
127794 41 971947981847137
127842 15 6777523704865
127974 16 2674803606049
127974 28 3374238324433
127974 8 11171977983721
128205 31 -3580498604304
128238 11 18529399543945
128238 17 6430002941473
128310 49 224610370246369
128310 8 189717951252649
128427 2 63606017968
128472 4 358097376034192
128578 2 2941099149913
128710 5 2470783608561
129030 16 4219291201
129030 19 4695994081
129030 27 -338895794639
129030 28 3530777761
129030 29 -593807519
129030 6 551944441
129210 4 195678492863209
129470 7 13045064194569
129710 7 37181893483081
0 0 0
